Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS
Dell,Ultrabook,13.3,Intel Core i7,16,512,Intel,Windows,1.2,142790,Yes,No
Asus,Gaming,15.6,Intel Core i7,8,1,Nvidia,Windows,2.2,62284,No,No
Dell,Notebook,15.6,Intel Core i5,8,256,AMD,Windows,2.36,47365,No,No
HP,Notebook,15.6,Intel Core i5,8,256,Intel,Windows,1.91,30849,No,No
Lenovo,Notebook,15.6,AMD,4,500,AMD,Windows,2.2,15930,No,No
Acer,Notebook,17.3,Intel Core i3,8,1,Nvidia,Windows,3.3,33513,No,No
Asus,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,2.2,130482,No,No
Apple,Ultrabook,12.0,Intel Other,8,512,Intel,Mac,0.92,68145,No,Yes
Asus,Notebook,15.6,Intel Core i7,16,1281,Nvidia,Windows,2.2,93186,No,No
MSI,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,2.43,103842,No,Yes
Dell,2 in 1 Convertible,15.6,Intel Core i5,8,256,Intel,Windows,2.191,53226,Yes,Yes
Asus,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,2.9,103842,No,No
Acer,Other,11.6,Intel Celeron,2,32,Intel,Other,1.3,9270,No,No
Acer,Notebook,17.3,Intel Core i3,4,1,Nvidia,Windows,3.3,31861,No,No
Lenovo,Notebook,17.3,Intel Core i5,8,1,Intel,Other,2.8,28717,No,No
Lenovo,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.6,67772,No,Yes
Acer,2 in 1 Convertible,14.0,Intel Core i7,8,256,Intel,Windows,1.2,61218,Yes,Yes
Lenovo,Notebook,15.6,Intel Core i7,8,256,Intel,Windows,2.3,81465,No,Yes
MSI,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.2,78647,No,No
HP,Notebook,15.6,AMD,6,1,AMD,Windows,2.1,28185,No,No
Dell,Ultrabook,12.5,Intel Core i5,8,256,Intel,Windows,1.26,91288,Yes,No
Dell,2 in 1 Convertible,15.0,Intel Core i3,4,500,Intel,Windows,2.08,27119,Yes,No
Asus,Notebook,15.6,Intel Other,4,1,Intel,Windows,2.65,16463,No,No
Dell,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.29,78694,Yes,No
Dell,Notebook,15.6,Intel Core i5,4,1,Intel,Linux,2.18,27804,No,No
Lenovo,Gaming,15.6,Intel Core i7,16,1281,Nvidia,Windows,2.6,54825,Yes,Yes
MSI,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.2,61218,No,No
Lenovo,Other,12.5,Intel Core i7,16,512,Intel,Windows,1.3,87912,Yes,Yes
Other,Gaming,14.0,Intel Core i7,16,1,Nvidia,Windows,1.95,186426,No,No
Dell,Notebook,15.6,Intel Core i3,8,1,Intel,Windows,2.3,24988,Yes,No
MSI,Gaming,17.3,Intel Core i7,16,2561,Nvidia,Windows,2.7,85141,No,No
Apple,Ultrabook,11.6,Intel Core i5,4,256,Intel,Mac,1.08,51095,No,No
HP,Notebook,15.6,Intel Core i3,4,1,Intel,Windows,2.1,25467,No,No
HP,Ultrabook,14.0,Intel Core i7,8,256,Intel,Windows,1.54,117119,No,No
Dell,Notebook,15.6,Intel Core i5,4,500,Intel,Windows,2.24,39267,No,No
MSI,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.3,62284,No,No
Lenovo,Notebook,13.3,Intel Core i7,16,512,Intel,Windows,1.4,79866,No,Yes
Lenovo,Notebook,15.6,AMD,6,256,AMD,Windows,2.2,31838,No,No
Asus,Ultrabook,13.3,Intel Core i7,8,256,Intel,Windows,1.45,68198,No,No
Acer,Notebook,15.6,Intel Core i3,4,500,Intel,Linux,2.4,19276,No,No
Dell,2 in 1 Convertible,17.3,Intel Core i7,16,512,Nvidia,Windows,2.77,95850,Yes,No
HP,Notebook,14.0,Intel Core i5,4,256,Intel,Windows,1.54,58607,No,No
Asus,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,2.5,85248,No,Yes
Dell,Notebook,14.0,Intel Core i5,4,500,Intel,Windows,1.6,46620,No,No
Asus,Gaming,15.6,Intel Core i7,16,2561,Nvidia,Windows,2.34,123876,No,Yes
Lenovo,Notebook,15.6,Intel Core i5,8,256,Intel,Other,2.3,30529,No,Yes
Dell,2 in 1 Convertible,13.3,Intel Core i5,8,256,Intel,Windows,1.24,96596,Yes,No
Dell,Notebook,15.6,Intel Other,4,500,Intel,Linux,2.2,17262,No,No
HP,Notebook,15.6,AMD,4,500,AMD,Windows,1.86,21258,No,No
Lenovo,Notebook,15.6,Intel Core i3,6,128,Nvidia,Windows,2.4,30316,No,No
Lenovo,Notebook,14.0,Intel Core i5,8,256,Intel,Windows,1.9,57116,No,Yes
Dell,Notebook,15.6,Intel Other,4,500,Intel,Windows,2.2,23655,No,No
Asus,Notebook,15.6,Intel Celeron,4,1,Intel,Windows,2.0,18061,No,No
Asus,Gaming,17.3,Intel Core i7,16,1281,Nvidia,Windows,4.0,101232,No,Yes
Dell,Notebook,15.6,Intel Core i3,4,500,Intel,Windows,2.29,26107,No,No
Lenovo,Notebook,15.6,Intel Core i7,8,10,AMD,Windows,2.32,47685,No,No
MSI,Gaming,15.6,Intel Core i7,8,1281,Nvidia,Windows,2.4,65481,No,No
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,4,128,Intel,Windows,1.8,44382,Yes,No
Asus,Ultrabook,13.3,Intel Other,8,512,Intel,Windows,1.2,38841,No,Yes
Dell,Notebook,15.6,Intel Core i3,6,1,Intel,Windows,2.3,24455,No,No
Acer,Notebook,15.6,Intel Celeron,4,500,Intel,Linux,2.4,15397,No,No
Dell,Notebook,15.6,Intel Celeron,2,500,Intel,Windows,2.2,20193,No,No
Lenovo,Notebook,15.6,Intel Core i7,8,1,Nvidia,Windows,2.6,47898,No,Yes
HP,Notebook,15.6,AMD,6,10,AMD,Windows,2.04,29303,No,No
Dell,Notebook,15.6,Intel Core i7,8,1,AMD,Linux,2.3,42943,No,No
HP,Other,11.6,Intel Celeron,2,32,Intel,Windows,1.17,11135,No,No
Asus,Notebook,15.6,Intel Core i7,4,500,Nvidia,Windows,2.2,38378,No,No
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,128,Intel,Windows,1.8,33992,Yes,Yes
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,512,Intel,Windows,1.3,79866,Yes,Yes
Lenovo,Notebook,14.0,Intel Celeron,2,64,Intel,Windows,1.5,12201,No,No
HP,Notebook,15.6,Intel Core i7,6,1,AMD,Windows,2.19,40705,No,No
